Y,A,limit_bal,sex,education,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
0,0,500000,1,1,30,0,0,0,0,0,0,437749,460317,472621,484993,496915,30000,30000,20000,20000,20000,70152
1,1,50000,1,2,33,0,0,0,0,0,0,28202,30610,30227,18413,17195,5494,3202,3502,3200,2500,3000
1,0,500000,0,1,46,-2,-1,-1,-1,-1,-1,163500,60560,104734,41018,6258,163500,70160,104734,41018,6258,70356
0,1,200000,1,1,30,2,4,4,4,4,4,176605,179754,182763,184570,184091,7310,7459,7468,6275,3000,0
0,0,20000,1,1,34,0,0,0,-2,-2,-2,2700,0,0,0,0,1000,0,0,0,0,0
0,0,20000,1,2,34,0,0,0,0,0,-1,15170,15277,13478,16978,12914,2000,2000,1000,5000,12914,600
0,1,340000,0,2,45,-2,-2,-2,-2,-2,-2,15865,1946,546,546,590,15886,1946,546,546,590,550
0,0,80000,1,1,32,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,210000,0,2,29,-1,0,0,0,0,0,104103,70449,66311,26802,25029,3831,3357,2098,610,763,1131
1,1,450000,0,1,49,1,-1,-1,-1,-1,0,557,0,2481,13716,19584,557,0,2481,13716,7100,812
1,1,80000,0,2,30,-1,-1,-1,-2,-1,-1,390,0,0,19688,5800,390,0,0,19688,5800,0
1,0,220000,0,1,56,1,-2,-2,-2,-1,-1,0,0,0,5889,300,0,0,0,5889,300,165
0,1,30000,0,2,46,2,2,2,2,2,-1,32875,29088,26788,17014,3000,2000,4,2916,106,3000,0
1,1,60000,1,2,30,1,2,2,2,2,0,44832,47830,48458,47176,47461,0,4000,2000,0,2000,1700
0,1,290000,1,2,30,0,0,0,-2,-2,-1,13226,652,0,652,92775,3000,978,0,652,92775,4000
0,0,500000,0,1,36,-1,-1,-1,0,0,0,8051,77908,50297,43679,49749,8091,78192,65,33766,37945,37947
0,1,170000,0,1,39,1,2,0,0,0,2,145908,119161,120662,127815,125098,0,6000,5000,9000,0,6000
0,0,200000,1,1,40,-1,-1,-1,-2,-1,-1,454,0,0,990,0,454,0,0,990,0,0
0,1,280000,0,1,29,-1,-1,-1,-1,-1,-1,1461,53603,976,20825,1159,1469,53871,981,20929,1164,0
0,1,80000,0,2,32,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,90000,0,2,36,0,0,0,0,0,0,88544,88888,48534,49874,32078,5000,3500,2000,2100,1000,1000
0,1,210000,0,1,38,0,0,0,0,0,0,14565,13173,13258,8155,2838,5000,3397,3000,2000,2300,5230
0,0,120000,0,2,29,0,0,0,0,0,0,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200
0,1,160000,0,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,0,200000,1,1,29,-1,-1,-1,-1,-1,-1,3300,38526,-93,18681,12399,3318,42497,0,18774,12461,9526
1,1,160000,0,2,51,0,0,0,2,0,0,69908,78087,75255,78593,59816,4000,10000,0,5000,3000,3000
0,1,50000,0,2,48,-1,0,0,0,0,0,30348,24446,25535,26109,26689,4000,1800,1500,1000,1000,1500
1,1,320000,0,1,32,0,0,0,-1,-1,-1,20219,18087,5639,-41,5613,8015,1140,5639,0,5654,0
0,0,160000,0,2,29,0,0,0,-1,-1,0,23075,24010,400,16903,17248,5004,8004,400,16903,345,352
0,0,140000,1,1,32,0,0,0,0,2,0,50890,59395,73225,56999,61050,5890,9395,15000,0,5000,7086
1,0,110000,0,2,48,0,0,0,0,0,0,111162,107172,107629,106628,106903,4322,5369,4003,3806,4050,3672
0,0,80000,1,2,29,0,0,0,0,0,0,12287,12407,14360,14657,4129,1284,1047,2000,359,175,1000
0,0,50000,1,2,34,0,0,0,0,0,0,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000
0,1,50000,1,1,47,0,0,2,2,2,2,47974,49837,50807,49947,50424,3000,3000,2000,0,5000,0
1,1,280000,0,2,29,-2,-2,-2,-2,-2,-1,0,0,0,0,5017,0,0,0,0,5017,101
1,0,210000,0,2,37,-1,-1,-1,0,0,0,326,978,652,326,0,326,978,0,0,0,652
1,1,380000,1,1,37,-1,-1,-1,-1,-1,-1,4162,2107,0,1630,0,4472,2107,0,1630,0,0
0,1,80000,0,2,40,0,0,0,0,0,0,75873,68602,54617,55987,53895,3300,3300,2000,2200,2100,1900
1,0,240000,0,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,10000,1,2,29,0,0,0,0,0,0,9036,7385,7665,7817,7981,1120,1117,1127,279,289,369
0,0,170000,0,1,30,0,-1,-1,-1,0,0,8404,16835,2200,7510,12510,8404,16835,2200,5510,5000,8100
0,0,430000,1,1,34,0,0,0,0,0,0,424740,434836,378571,228568,232668,16005,18016,16005,9005,9013,8010
1,0,30000,1,1,34,1,2,2,2,2,0,27809,21658,22794,22289,22916,1700,0,1800,0,1000,1000
0,1,90000,0,2,33,0,0,0,0,0,-2,8545,8961,11676,1189,0,5000,1285,3000,1189,0,8832
0,1,390000,0,2,31,0,0,0,0,0,-2,33900,33545,16666,0,0,1700,17000,333,0,16666,13807
1,1,360000,1,1,29,-1,2,-1,-1,-1,-1,1950,2618,2868,425,29879,141,2618,2868,425,29879,18780
0,0,90000,0,2,35,0,0,0,0,0,0,81491,81003,68764,67957,69313,3666,3914,2774,2620,2640,3000
0,1,210000,1,2,47,-2,-2,-2,-2,-2,-2,-163,-163,-65167,-168,2999,0,0,5530,84332,21500,30000
0,0,100000,0,1,29,0,0,0,0,0,0,64898,62715,61465,55501,57892,4000,5030,10000,5000,10000,10000
1,0,180000,1,2,34,-1,-1,-1,-1,-1,-1,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440
0,1,240000,0,2,38,0,0,0,0,0,0,229519,229676,234928,160765,158184,7888,8522,9260,5700,5475,5520
1,1,360000,0,2,30,0,0,-2,-2,-2,-2,-182,-6877,-5377,-2377,-377,500,0,2000,3000,2000,3000
1,1,50000,1,2,30,0,0,0,0,0,0,45235,23299,22672,21440,19304,2014,1600,1400,429,386,57
1,1,320000,0,1,41,-2,-2,-2,-2,-2,-2,1376,3342,11970,9700,38473,1376,3343,11973,9700,38473,29757
1,0,130000,1,2,33,1,-1,0,-1,0,0,870,390,11,1011,381,870,300,11,1000,300,500
1,0,280000,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,10000,0,1,56,1,2,2,2,0,0,6367,9839,6998,3183,1151,1000,4000,0,0,0,0
0,0,260000,0,2,41,0,0,0,0,0,0,253302,254767,190432,105466,2312,9725,10617,8555,4722,2146,199485
0,1,210000,0,1,46,0,0,0,0,0,0,52174,48957,49848,59060,60420,3111,2109,2000,10000,6032,5030
0,0,320000,0,1,41,-2,-2,-2,-2,-2,-2,1376,3342,11970,9700,38473,1376,3343,11973,9700,38473,29757
0,0,480000,0,1,30,0,0,-1,0,0,-1,-105,37649,45469,20020,3167,105,37754,32970,8000,3167,10981
1,0,260000,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,8867,763,0,0,0,8867,763,748
1,1,20000,1,2,45,0,0,0,0,0,0,19868,16749,17538,13840,7370,1896,1417,1206,284,147,4937
1,1,50000,0,2,43,0,0,0,0,0,0,43729,27008,28324,8044,8414,1500,1500,1800,500,500,500
0,0,140000,1,2,38,2,2,2,2,2,2,55007,56128,56713,55796,56251,2700,2600,2100,600,1500,4545
0,0,70000,0,2,30,0,0,0,0,0,0,71916,71442,68144,68671,68863,3377,3504,2620,2791,2639,2859
1,0,210000,0,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,50000,0,2,30,0,0,0,2,0,-1,30036,6845,4364,2185,2162,2280,2300,0,44,2200,3000
0,1,450000,0,1,35,-1,-1,-1,-1,-1,-1,812,17563,12483,26081,22985,816,17651,12554,26212,23114,2512
0,1,150000,0,1,36,0,0,0,0,0,0,39292,40357,41284,42105,43146,1635,1700,1600,1507,1719,2000
1,1,300000,0,1,47,-1,-1,-1,-1,-1,-1,2392,148,148,148,0,2392,148,148,148,0,747
0,0,50000,0,2,46,0,0,0,0,0,0,44899,46346,47273,48357,50393,2100,2500,2000,2000,3000,1600
0,1,90000,0,1,29,2,2,2,2,2,2,41826,45136,46098,45059,79127,0,4000,2000,0,35000,3000
0,0,100000,0,1,49,1,2,0,0,0,2,97590,99560,95952,98744,97896,0,4700,4400,6000,2000,4000
0,0,280000,1,1,31,-1,-1,2,-1,0,-1,9075,4641,9976,17976,9477,9075,0,9976,8000,9525,781
0,1,240000,1,2,38,0,0,0,0,0,0,143966,155632,162379,156655,157536,20030,20000,10070,10037,13137,10052
1,1,140000,1,2,29,-1,-1,-1,-1,-2,-2,487,2010,0,0,0,487,2010,0,0,0,299
0,0,90000,0,2,46,-1,-1,-1,-1,-1,-1,2793,696,546,846,846,2793,696,546,996,846,696
0,1,210000,0,2,33,-1,-1,-1,-2,-1,-1,1090,0,0,580,500,1120,0,0,580,500,0
0,1,140000,0,2,33,0,0,0,0,0,0,132777,131672,133496,128509,124035,5005,4603,5002,4505,4400,4300
0,1,50000,0,2,42,0,0,0,0,0,0,10946,11968,12978,13236,13664,1184,1206,1216,474,642,492
0,1,300000,0,1,59,-1,-1,2,2,2,2,2500,2500,2500,2500,2500,0,0,0,0,0,0
0,0,240000,1,1,34,1,2,-1,-1,0,0,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000
0,1,160000,0,2,30,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,340000,0,2,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,20000,0,2,52,0,0,0,0,0,0,15616,16628,16958,17314,17664,1265,1277,607,629,638,641
1,0,20000,0,2,43,0,0,0,0,0,0,20749,19930,15961,20107,19275,1415,1400,421,6000,3000,13000
1,1,50000,1,1,38,0,0,0,0,0,0,27619,20997,21018,20556,20302,1655,1323,734,1058,406,0
1,1,140000,0,1,66,1,-2,-2,-2,-1,2,0,0,0,825,675,0,0,0,825,0,23715
0,1,200000,0,2,48,0,0,0,0,0,0,59223,50290,49771,92192,90772,1866,1762,1827,53248,3293,3314
0,0,230000,0,1,33,0,0,0,0,0,0,226778,184466,157857,131706,62237,10075,10135,6034,10000,3000,5000
0,0,80000,0,2,29,0,0,0,0,0,0,79555,77025,76991,79066,75356,3161,4000,3000,3500,3100,5700
1,1,120000,1,2,38,-2,-2,-2,-2,-2,-2,3495,1706,-4,-4,-4,3505,1711,0,0,0,0
0,0,160000,0,1,39,-2,-2,-2,-2,-2,-2,666,403,1650,336,790,666,403,1650,336,790,1141
0,0,420000,0,2,29,0,0,0,0,0,-2,418589,426336,84732,64614,3068,18000,18691,5027,3000,3068,175056
1,1,430000,0,1,38,1,-1,-1,-2,-2,-1,215,-101,-1217,-2333,2351,1000,0,0,0,5000,12000
0,0,110000,0,2,42,0,0,0,0,0,0,107517,103609,79421,78286,65875,3951,4276,2666,2811,2500,465
1,1,50000,1,2,37,0,0,0,0,0,0,50174,43647,19305,20025,18584,2000,2000,1000,1000,1000,1000
1,1,210000,1,2,42,-1,-1,-1,-1,-1,-1,5260,3298,2972,975,3441,5260,3298,2972,975,3441,1666
1,0,90000,1,2,45,-1,3,2,2,-1,-1,3449,1776,-1170,390,390,0,0,0,1560,390,930
1,1,60000,0,1,31,-1,-1,-1,0,0,-1,11093,699,699,0,1000,11160,699,0,0,1430,850
1,1,360000,1,1,43,0,-1,-1,-1,0,0,13532,840,68110,55905,42239,13952,864,124037,1679,1163,1126
1,1,150000,0,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,50000,1,2,39,0,0,0,0,0,0,22999,17485,10588,8368,940,1708,1454,289,1508,1042,0
1,0,180000,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,290000,1,1,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,1,250000,1,1,40,0,-1,-1,-1,-1,2,4696,5579,8537,2500,2500,4730,5607,8634,2500,0,0
0,0,380000,1,1,46,2,2,2,2,2,2,90418,88327,92492,94617,96579,4400,0,6300,3500,3400,0
0,0,140000,1,2,34,0,0,0,0,0,0,72069,74140,76421,82223,84296,3100,3140,3421,7000,3296,3283
1,1,130000,0,2,30,0,0,0,0,0,0,40320,41324,25629,26961,28360,2000,1700,2000,2000,1500,2000
0,0,420000,0,1,34,0,0,0,0,-1,-1,17791,11796,3089,4624,210,6000,1600,1000,4641,210,3523
0,0,250000,0,1,31,-1,-1,-1,-1,-1,-2,-72,7304,95,0,0,0,7376,0,0,0,0
0,0,50000,1,2,33,0,0,0,0,0,0,24058,25042,21947,19198,19610,1445,1429,1294,1000,705,699
1,1,340000,0,2,57,-1,-1,-1,-1,-1,-1,8942,10301,20793,14817,4614,8942,10321,20793,14817,4614,7005
1,1,360000,0,2,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,1,60000,0,2,31,-1,-1,-1,-1,-1,-1,11409,-61506,3859,415,415,144047,365,73000,415,415,50136
0,0,160000,0,2,37,-1,-1,-1,0,0,0,5123,2460,6460,5360,0,5123,2460,4000,107,0,3960
0,1,50000,1,2,56,0,0,0,-1,0,0,37934,16816,602,712,822,2966,1000,602,500,500,500
1,1,490000,0,2,42,-1,-1,-1,0,-1,-1,11356,25409,15926,8604,8941,11404,25458,86,8711,5034,1345
0,1,50000,0,2,54,0,0,0,0,0,0,46975,47500,47921,17125,16686,2000,2045,1466,600,604,608
0,0,60000,0,2,32,1,2,0,0,0,0,57946,59534,60615,30592,28656,0,3120,3050,1136,1200,1206
0,1,320000,1,1,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,0,18300,8000,7700,7700,0
1,1,200000,1,2,54,0,0,0,0,-2,-2,40921,17702,-2540,-6491,-7741,2138,5101,19,6,11,1
1,1,360000,0,1,39,-1,-1,-2,-2,-1,-1,0,0,0,906,0,0,0,0,906,0,4341
0,0,260000,0,1,33,-1,-1,-1,-1,-1,6,460,0,3600,2250,1650,460,0,3600,2250,0,0
1,1,490000,0,1,36,-2,-2,-2,-2,-2,-2,9444,3180,7715,6507,3424,9480,3182,7779,6517,3434,5132
1,0,270000,0,1,31,0,0,-2,-1,-1,0,0,0,2786,4686,3184,0,0,2786,4686,0,0
0,0,210000,0,1,44,0,0,0,0,0,0,113349,113725,113779,114594,103205,5000,6000,5000,4000,4000,3500
0,1,480000,0,1,39,0,0,0,-1,0,0,106660,400000,66270,80274,82160,10620,302000,66270,15000,3044,30042
1,1,100000,0,1,29,-1,-1,-1,0,0,0,3224,78671,60430,60647,61153,3224,78671,3000,2500,3000,3000
1,1,200000,1,2,45,1,-1,0,0,0,0,34137,33749,28355,29465,30885,34144,1492,1402,2002,2007,6163
0,1,180000,0,1,31,-1,-1,-1,-2,-2,-2,5921,0,0,0,0,5921,0,0,0,0,0
0,1,340000,0,2,30,0,0,0,0,-1,0,254863,24810,27502,3490,99514,13000,2000,5000,3490,99000,5000
0,1,350000,0,1,33,-2,-2,-2,-2,-2,-2,693,693,1144,-4618,-8026,693,0,1144,4279,0,0
1,0,270000,0,2,42,1,-2,-2,-2,-2,-2,-330,-330,-330,-330,-330,0,0,0,0,0,0
0,0,500000,0,1,38,0,0,0,0,0,0,74399,68761,70260,70143,68506,4010,6720,5000,5000,4000,5000
0,1,290000,0,2,35,0,0,0,2,0,0,267453,278924,235368,232117,230763,11019,20326,44,10035,10034,10062
0,0,200000,0,1,31,1,-2,-2,-1,-1,-1,4195,0,2907,2400,945,4210,0,2907,2400,945,0
0,0,140000,0,2,34,0,0,0,0,0,0,17780,18226,19915,20891,21542,2500,1500,2000,1300,1000,1500
1,1,130000,0,1,30,-1,-1,-1,-1,-1,-1,2437,2448,5457,3855,4684,2437,2774,5457,3855,4684,843
1,0,50000,1,2,48,0,0,0,0,0,0,45637,46815,16927,17263,17628,1992,2170,1282,618,643,1000
0,0,240000,1,1,33,0,0,0,0,0,0,63733,61710,50106,18874,18994,2500,3354,1800,1000,1200,2000
1,1,350000,1,1,70,0,0,0,0,0,0,100895,70244,64839,57583,45554,4000,3371,2089,3008,1300,1500
1,0,220000,0,1,36,-1,-1,-1,-1,-1,-2,1734,819,3750,657,0,1734,827,3750,0,0,0
1,0,200000,0,1,32,1,-1,-1,-1,-2,-2,2300,15093,0,0,0,2300,15093,0,0,0,0
0,0,380000,1,1,29,0,-1,-1,-1,-1,-1,30689,19947,22529,3885,23616,30690,10007,24012,3906,24018,13024
1,1,230000,0,2,34,-2,-1,-1,-1,-1,-1,1401,1624,4180,2665,3915,1401,1635,4180,2667,3915,2091
0,1,170000,1,2,33,-1,-1,-1,-1,-1,-1,165,165,0,4841,95,165,165,0,4841,95,531
0,0,50000,0,2,31,0,0,0,0,0,0,48208,49598,46363,9283,9632,2000,2200,1150,500,500,393
1,1,170000,0,2,29,-2,-2,-2,-2,-2,-2,-807,-807,-807,-1169,-1531,0,0,0,0,0,0
1,1,280000,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,0,50000,1,2,32,0,0,0,0,0,0,50669,48942,27836,40346,38668,27004,1613,1484,3675,698,1000
0,1,120000,0,2,52,1,2,0,0,0,0,117849,120471,117218,116871,122192,0,6100,5700,4500,9000,4700
0,0,450000,0,2,53,-2,-2,-2,-2,-2,-2,2545,1158,1103,110,187,2557,1273,1109,0,187,2014
1,0,170000,1,1,41,0,0,0,0,0,0,49176,41969,37409,36214,30798,5019,10041,5012,5024,5012,11174
1,0,60000,1,2,33,0,0,0,0,0,0,31379,31328,30905,30237,28461,1799,3000,1420,2000,1164,2000
0,0,100000,0,2,30,0,0,0,0,0,0,84278,86977,89575,91382,93320,3324,3428,3399,2546,2671,2939
1,1,30000,0,2,31,-1,2,2,3,2,2,309,-471,1479,1320,930,0,0,1950,0,390,0
0,1,50000,1,2,41,0,0,0,0,0,0,46041,47890,8412,9412,0,10000,3012,1000,1000,0,0
1,0,50000,1,2,53,0,0,2,2,0,0,14295,9714,9047,8983,9289,3300,1000,0,1000,1000,1423
0,1,180000,0,2,47,-1,-1,-2,-2,-2,-2,4256,4000,4000,4000,4000,4256,4000,4000,4000,4000,4000
1,1,50000,0,2,50,-1,-1,-1,-1,-2,-1,1846,697,364,0,760,1846,697,364,0,760,5862
0,1,50000,0,2,45,0,0,0,0,0,0,12630,9215,9215,8011,5615,2022,2000,0,1000,1904,1664
1,1,270000,0,1,44,-2,-2,-2,-2,-2,-2,2894,25417,3839,1794,2459,3000,25500,4000,2000,2459,10000
0,0,330000,1,1,45,0,0,0,0,0,0,246735,248541,231534,230309,235992,7500,8001,7000,7000,8000,8000
0,0,200000,1,1,30,2,4,4,4,4,4,176605,179754,182763,184570,184091,7310,7459,7468,6275,3000,0
0,0,130000,0,1,29,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,1,220000,0,1,36,0,0,0,0,0,0,32919,24175,37975,39752,33351,9005,10000,15000,9000,21000,0
0,0,350000,1,1,35,-1,-1,2,2,2,-1,4248,785,135,0,1006,4273,0,0,1006,1006,0
1,1,200000,0,2,46,-1,2,2,-1,-1,2,2881,1436,1261,2849,1438,1436,0,1261,2849,0,1261
1,1,200000,0,1,29,0,-1,0,0,0,0,439,2257,43720,43968,45182,439,2000,42000,1700,2000,1700
1,1,50000,1,2,41,0,0,0,0,0,0,43163,36546,6421,5263,-12,1942,1725,1000,400,0,0
1,1,60000,1,2,31,0,-1,-1,-2,-2,-2,140,0,0,0,0,140,0,0,0,0,0
0,0,300000,0,2,42,-1,-1,-1,-1,-1,-1,319,8157,21228,326,1518,319,8157,21228,326,1518,47374
0,1,50000,0,2,35,0,0,0,0,0,0,49796,50892,50769,48813,49874,2200,2200,1800,1900,2000,2000
1,1,290000,0,2,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,500000,1,1,32,-1,0,0,0,-1,-1,46364,30327,16314,1151,3074,40019,16107,3325,1151,3074,4984
0,0,140000,0,2,34,0,0,0,0,0,0,49930,51980,54606,55220,56527,2710,2760,3386,2000,2082,2000
0,0,130000,0,1,34,0,0,0,0,0,0,27910,24976,27648,29962,27422,3000,3000,3000,3000,5000,3000
1,0,220000,1,1,30,-2,-2,-2,-2,-2,-2,-1,-1,300,90,2194,0,0,301,90,2204,547
0,0,60000,0,2,40,0,0,0,-1,-1,-1,30216,23720,1569,5580,2211,4000,1010,1569,5580,2211,0
0,1,400000,0,2,37,-2,-2,-2,-1,0,0,13181,4039,10692,18692,19565,13256,4039,10692,8000,9000,1000
0,1,100000,1,1,29,0,0,0,0,0,0,60367,62959,61796,62602,64983,5003,5003,1723,3115,3000,3000
1,1,200000,1,1,43,0,0,-1,0,0,0,-4359,190829,96686,100131,102467,1029,200000,10000,5000,4000,4000
0,0,50000,0,2,36,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
0,0,240000,1,1,50,0,0,0,0,0,0,54522,55634,56628,58228,59985,3000,2400,2300,2300,2500,2100
1,0,310000,1,1,44,1,-1,-1,-2,-2,-2,7281,0,0,0,0,7323,0,0,0,0,0
1,0,200000,0,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1,0,600000,0,1,31,-2,-2,-2,-2,-2,-2,115,349,-9,-9,-9,700,349,9,0,0,0
1,1,380000,1,1,37,-1,-1,-1,-1,-1,-1,4162,2107,0,1630,0,4472,2107,0,1630,0,0
1,1,230000,1,1,32,-2,-2,-2,-2,-2,-2,3943,3126,3126,500,500,1223,1000,0,0,0,0
1,1,50000,1,2,53,-1,-1,-1,-1,-1,-1,493,493,493,493,493,493,493,493,493,493,493
0,0,20000,0,2,32,0,0,0,-2,-2,-2,17191,0,0,0,0,1500,0,0,0,0,8000
